Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Pascoe Vale,3,t,667500,SP,Brad,2016-11-12 00:00:00,9.9,3044,3,2,2,167,Moreland,-37.7228,144.928,Northern Metropolitan,7485
Pascoe Vale,2,t,500000,VB,Brad,2016-08-13 00:00:00,9.9,3044,2,1,1,147,Moreland,-37.7209,144.93,Northern Metropolitan,7485
Pascoe Vale,2,u,485000,S,Brad,2016-08-13 00:00:00,9.9,3044,2,1,1,139,Moreland,-37.7315,144.9301,Northern Metropolitan,7485
Pascoe Vale,2,u,488000,S,Nelson,2016-05-14 00:00:00,9.9,3044,3,1,2,219,Moreland,-37.7283,144.9331,Northern Metropolitan,7485
Pascoe Vale,3,h,900000,SP,Nelson,2016-05-14 00:00:00,9.9,3044,3,2,2,608,Moreland,-37.7182,144.9405,Northern Metropolitan,7485
Pascoe Vale,2,h,680000,PI,hockingstuart,2016-05-14 00:00:00,9.9,3044,2,1,2,590,Moreland,-37.717,144.9509,Northern Metropolitan,7485
Pascoe Vale,3,h,683500,S,hockingstuart,2016-05-14 00:00:00,9.9,3044,3,1,2,590,Moreland,-37.717,144.9507,Northern Metropolitan,7485
Pascoe Vale,3,t,590000,PI,Nelson,2016-10-15 00:00:00,9.9,3044,3,2,2,191,Moreland,-37.7223,144.9315,Northern Metropolitan,7485
Pascoe Vale,3,h,770000,SP,Barry,2016-10-15 00:00:00,9.9,3044,3,1,3,464,Moreland,-37.7184,144.9488,Northern Metropolitan,7485
Pascoe Vale,3,h,815000,S,Nelson,2016-10-15 00:00:00,9.9,3044,3,1,2,628,Moreland,-37.7295,144.9316,Northern Metropolitan,7485
Pascoe Vale,3,h,975000,SP,Brad,2016-10-15 00:00:00,9.9,3044,3,1,3,686,Moreland,-37.7231,144.9252,Northern Metropolitan,7485
Pascoe Vale,4,h,970000,S,Nelson,2016-04-16 00:00:00,9.9,3044,3,2,1,535,Moreland,-37.7282,144.9462,Northern Metropolitan,7485
Pascoe Vale,3,u,515000,SP,hockingstuart,2016-04-16 00:00:00,9.9,3044,3,1,2,0,Moreland,-37.7305,144.9397,Northern Metropolitan,7485
Pascoe Vale,3,h,940000,S,Nelson,2016-09-17 00:00:00,9.9,3044,3,1,1,589,Moreland,-37.7282,144.9312,Northern Metropolitan,7485
Pascoe Vale,3,t,600000,S,Eview,2016-09-17 00:00:00,9.9,3044,3,3,1,205,Moreland,-37.7212,144.9326,Northern Metropolitan,7485
Pascoe Vale,2,t,510000,S,D'Aprano,2016-09-17 00:00:00,9.9,3044,2,1,1,110,Moreland,-37.7282,144.928,Northern Metropolitan,7485
Pascoe Vale,3,h,750000,SP,hockingstuart,2017-03-18 00:00:00,9.9,3044,3,2,2,540,Moreland,-37.7174,144.941,Northern Metropolitan,7485
Pascoe Vale,4,h,822000,SP,hockingstuart,2017-03-18 00:00:00,9.9,3044,4,2,2,250,Moreland,-37.7319,144.9461,Northern Metropolitan,7485
Pascoe Vale,3,h,983000,S,Brad,2017-03-18 00:00:00,9.9,3044,3,1,2,650,Moreland,-37.7304,144.9463,Northern Metropolitan,7485
Pascoe Vale,3,h,600000,VB,Jellis,2017-03-18 00:00:00,9.9,3044,3,1,3,490,Moreland,-37.7195,144.9513,Northern Metropolitan,7485
Pascoe Vale,4,t,640000,VB,Nelson,2016-06-18 00:00:00,9.9,3044,3,2,2,353,Moreland,-37.7214,144.9246,Northern Metropolitan,7485
Pascoe Vale,3,t,430000,VB,Trimson,2016-06-18 00:00:00,9.9,3044,3,2,1,146,Moreland,-37.7152,144.9346,Northern Metropolitan,7485
Pascoe Vale,4,h,1350000,PI,Nelson,2016-11-19 00:00:00,9.9,3044,4,2,2,646,Moreland,-37.7256,144.9383,Northern Metropolitan,7485
Pascoe Vale,4,h,780000,VB,Brad,2016-11-19 00:00:00,9.9,3044,4,1,1,556,Moreland,-37.7289,144.9412,Northern Metropolitan,7485
Pascoe Vale,2,h,474000,S,D'Aprano,2016-11-19 00:00:00,9.9,3044,2,1,1,558,Moreland,-37.7153,144.9434,Northern Metropolitan,7485
Pascoe Vale,2,h,810000,S,Brad,2016-05-22 00:00:00,9.9,3044,2,1,1,783,Moreland,-37.7196,144.9485,Northern Metropolitan,7485
Pascoe Vale,4,h,723000,S,Stockdale,2016-05-22 00:00:00,9.9,3044,4,1,2,485,Moreland,-37.7239,144.9395,Northern Metropolitan,7485
Pascoe Vale,2,t,550500,S,Nelson,2016-05-22 00:00:00,9.9,3044,2,1,2,135,Moreland,-37.7242,144.9411,Northern Metropolitan,7485
Pascoe Vale,2,t,610000,S,Ray,2016-08-22 00:00:00,9.9,3044,2,1,1,169,Moreland,-37.7186,144.9306,Northern Metropolitan,7485
Pascoe Vale,3,h,1000000,SP,Brad,2016-08-22 00:00:00,9.9,3044,3,1,2,858,Moreland,-37.7273,144.9254,Northern Metropolitan,7485
Pascoe Vale,3,u,533000,SP,Brad,2016-08-22 00:00:00,9.9,3044,3,2,2,197,Moreland,-37.7266,144.9496,Northern Metropolitan,7485
Pascoe Vale,2,h,630000,S,YPA,2016-04-23 00:00:00,9.9,3044,2,1,1,602,Moreland,-37.724,144.9501,Northern Metropolitan,7485
Pascoe Vale,2,t,410000,VB,Brad,2016-04-23 00:00:00,9.9,3044,2,1,1,105,Moreland,-37.7233,144.9507,Northern Metropolitan,7485
Pascoe Vale,3,h,600000,PI,Re,2016-04-23 00:00:00,9.9,3044,3,1,4,557,Moreland,-37.7156,144.943,Northern Metropolitan,7485
Pascoe Vale,3,h,616000,S,Nelson,2016-09-24 00:00:00,9.9,3044,3,1,1,190,Moreland,-37.7211,144.9508,Northern Metropolitan,7485
Pascoe Vale,3,h,792000,S,Nelson,2016-09-24 00:00:00,9.9,3044,3,1,2,582,Moreland,-37.724,144.9333,Northern Metropolitan,7485
Pascoe Vale,3,h,960000,S,hockingstuart,2017-02-25 00:00:00,9.9,3044,3,1,2,641,Moreland,-37.7253,144.938,Northern Metropolitan,7485
Pascoe Vale,4,h,985000,SP,Ray,2017-02-25 00:00:00,9.9,3044,4,2,2,511,Moreland,-37.7268,144.9401,Northern Metropolitan,7485
Pascoe Vale,4,h,820000,VB,hockingstuart,2017-02-25 00:00:00,9.9,3044,4,1,1,420,Moreland,-37.7326,144.9475,Northern Metropolitan,7485
Pascoe Vale,3,h,670000,S,hockingstuart,2017-02-25 00:00:00,9.9,3044,3,1,1,596,Moreland,-37.721,144.9514,Northern Metropolitan,7485
Pascoe Vale,2,h,855000,S,Brad,2016-07-26 00:00:00,9.9,3044,2,1,2,659,Moreland,-37.7286,144.9317,Northern Metropolitan,7485
Pascoe Vale,4,t,665000,SP,New,2016-07-26 00:00:00,9.9,3044,4,2,2,148,Moreland,-37.7231,144.9482,Northern Metropolitan,7485
Pascoe Vale,3,h,690000,S,Brad,2016-06-27 00:00:00,9.9,3044,3,1,1,507,Moreland,-37.7253,144.9324,Northern Metropolitan,7485
Pascoe Vale,3,h,880000,S,Nelson,2016-06-27 00:00:00,9.9,3044,3,2,2,588,Moreland,-37.7283,144.9356,Northern Metropolitan,7485
Pascoe Vale,3,h,700000,S,Nelson,2016-06-27 00:00:00,9.9,3044,3,1,2,449,Moreland,-37.7286,144.9456,Northern Metropolitan,7485
Pascoe Vale,3,t,600000,VB,hockingstuart,2016-11-27 00:00:00,9.9,3044,3,2,1,122,Moreland,-37.7231,144.9373,Northern Metropolitan,7485
Pascoe Vale,3,h,721000,S,Alexkarbon,2016-11-27 00:00:00,9.9,3044,3,1,2,542,Moreland,-37.7189,144.9367,Northern Metropolitan,7485
Pascoe Vale,2,h,720000,SP,hockingstuart,2016-11-27 00:00:00,9.9,3044,2,1,1,428,Moreland,-37.7333,144.9384,Northern Metropolitan,7485
Pascoe Vale,4,h,910000,PI,Brad,2016-11-27 00:00:00,9.9,3044,4,2,0,934,Moreland,-37.7232,144.923,Northern Metropolitan,7485
Pascoe Vale,2,h,1570000,S,Barry,2016-11-27 00:00:00,9.9,3044,2,1,1,746,Moreland,-37.7304,144.9496,Northern Metropolitan,7485
Pascoe Vale,2,h,525500,S,Considine,2016-05-28 00:00:00,9.9,3044,2,1,1,111,Moreland,-37.7261,144.9336,Northern Metropolitan,7485
Pascoe Vale,3,h,612500,S,Brad,2016-05-28 00:00:00,9.9,3044,3,1,1,522,Moreland,-37.7187,144.9514,Northern Metropolitan,7485
Pascoe Vale,1,u,248500,S,Brad,2016-08-28 00:00:00,9.9,3044,1,1,1,49,Moreland,-37.7152,144.9402,Northern Metropolitan,7485
Pascoe Vale,3,h,960000,S,Brad,2016-08-28 00:00:00,9.9,3044,3,2,2,501,Moreland,-37.7258,144.9347,Northern Metropolitan,7485
Pascoe Vale,2,h,1085000,S,Ray,2016-08-28 00:00:00,9.9,3044,3,1,2,847,Moreland,-37.7182,144.9384,Northern Metropolitan,7485
Pascoe Vale,3,h,650000,VB,Nelson,2016-08-28 00:00:00,9.9,3044,3,2,1,266,Moreland,-37.7271,144.9485,Northern Metropolitan,7485
Pascoe Vale,4,h,650000,SP,Nelson,2016-07-30 00:00:00,9.9,3044,4,1,2,410,Moreland,-37.7346,144.9456,Northern Metropolitan,7485
Pascoe Vale,4,h,937000,S,Nelson,2016-07-30 00:00:00,9.9,3044,4,2,2,708,Moreland,-37.7257,144.9418,Northern Metropolitan,7485
Pascoe Vale,2,u,360000,VB,Barry,2016-07-30 00:00:00,9.9,3044,2,1,1,119,Moreland,-37.7161,144.9348,Northern Metropolitan,7485
Pascoe Vale,3,h,500000,VB,hockingstuart,2016-07-30 00:00:00,9.9,3044,3,1,2,191,Moreland,-37.7168,144.9329,Northern Metropolitan,7485
Pascoe Vale,2,h,775000,S,Nelson,2016-07-30 00:00:00,9.9,3044,2,1,2,527,Moreland,-37.7304,144.9261,Northern Metropolitan,7485
Pascoe Vale,3,h,599000,SP,Ray,2016-07-30 00:00:00,9.9,3044,3,1,1,534,Moreland,-37.7215,144.951,Northern Metropolitan,7485
Port Melbourne,2,u,1100000,S,Biggin,2016-09-03 00:00:00,3.8,3207,2,2,1,0,Port Phillip,-37.8405,144.9319,Southern Metropolitan,8648
Port Melbourne,2,h,1240000,PI,Leased,2016-12-03 00:00:00,3.8,3207,2,1,0,0,Port Phillip,-37.836,144.9419,Southern Metropolitan,8648
Port Melbourne,6,h,1800000,VB,Greg,2016-12-03 00:00:00,3.8,3207,6,4,2,353,Port Phillip,-37.8384,144.923,Southern Metropolitan,8648
Port Melbourne,3,h,1150000,S,Marshall,2016-12-03 00:00:00,3.8,3207,3,2,1,0,Port Phillip,-37.8359,144.9342,Southern Metropolitan,8648
Port Melbourne,3,h,985000,S,Marshall,2016-12-03 00:00:00,3.8,3207,3,1,0,171,Port Phillip,-37.8385,144.9409,Southern Metropolitan,8648
Port Melbourne,3,u,1200000,SP,Wilson,2016-12-03 00:00:00,3.8,3207,3,2,2,0,Port Phillip,-37.841,144.9379,Southern Metropolitan,8648
Port Melbourne,2,u,1340000,VB,Chisholm,2016-12-03 00:00:00,3.8,3207,2,2,2,21700,Port Phillip,-37.8424,144.9449,Southern Metropolitan,8648
Port Melbourne,3,h,2200000,S,Greg,2016-12-03 00:00:00,3.8,3207,3,2,0,250,Port Phillip,-37.8381,144.9391,Southern Metropolitan,8648
Port Melbourne,4,h,2105000,S,Cayzer,2016-12-03 00:00:00,3.8,3207,4,2,3,611,Port Phillip,-37.8349,144.9266,Southern Metropolitan,8648
Port Melbourne,2,u,550000,S,Buxton,2016-02-04 00:00:00,3.8,3207,2,1,1,0,Port Phillip,-37.8408,144.94,Southern Metropolitan,8648
Port Melbourne,2,u,1250000,VB,hockingstuart,2017-03-04 00:00:00,3.8,3207,2,2,2,0,Port Phillip,-37.8399,144.9287,Southern Metropolitan,8648
Port Melbourne,2,u,575000,VB,hockingstuart,2017-03-04 00:00:00,3.8,3207,2,2,1,0,Port Phillip,-37.8415,144.9412,Southern Metropolitan,8648
Port Melbourne,4,h,1915000,S,Marshall,2017-03-04 00:00:00,3.8,3207,4,3,1,323,Port Phillip,-37.8371,144.921,Southern Metropolitan,8648
Port Melbourne,3,h,1630000,S,Marshall,2017-03-04 00:00:00,3.8,3207,3,2,2,135,Port Phillip,-37.8395,144.9343,Southern Metropolitan,8648
Port Melbourne,2,h,1000000,S,Marshall,2016-06-04 00:00:00,3.8,3207,2,2,0,96,Melbourne,-37.8327,144.9474,Southern Metropolitan,8648
Port Melbourne,3,h,1470000,S,Marshall,2016-06-04 00:00:00,3.8,3207,3,1,0,153,Port Phillip,-37.8382,144.9469,Southern Metropolitan,8648
Port Melbourne,2,u,725000,VB,Cayzer,2016-06-04 00:00:00,3.8,3207,2,2,2,0,Port Phillip,-37.8431,144.9403,Southern Metropolitan,8648
Port Melbourne,2,h,1234500,S,hockingstuart,2016-06-04 00:00:00,3.8,3207,3,1,0,183,Port Phillip,-37.8329,144.9375,Southern Metropolitan,8648
Port Melbourne,2,u,600000,VB,Greg,2016-06-04 00:00:00,3.8,3207,2,1,1,0,Melbourne,-37.8424,144.9449,Southern Metropolitan,8648
Port Melbourne,3,h,1342000,S,Chisholm,2016-06-04 00:00:00,3.8,3207,3,2,2,173,Port Phillip,-37.8375,144.941,Southern Metropolitan,8648
Port Melbourne,1,u,500000,S,Greg,2016-06-04 00:00:00,3.8,3207,1,1,1,0,Port Phillip,-37.8416,144.939,Southern Metropolitan,8648
Port Melbourne,2,u,795000,S,Cayzer,2016-08-06 00:00:00,3.8,3207,2,2,1,579,Melbourne,-37.8416,144.9381,Southern Metropolitan,8648
Port Melbourne,2,u,590000,VB,Marshall,2016-08-06 00:00:00,3.8,3207,2,2,1,0,Melbourne,-37.8404,144.9391,Southern Metropolitan,8648
Port Melbourne,4,h,1502000,S,Chisholm,2016-08-06 00:00:00,3.8,3207,4,1,2,146,Port Phillip,-37.8343,144.9452,Southern Metropolitan,8648
Port Melbourne,2,u,1100000,SP,Cayzer,2016-05-07 00:00:00,3.8,3207,2,2,1,0,Port Phillip,-37.8392,144.9257,Southern Metropolitan,8648
Port Melbourne,3,h,1421000,S,Biggin,2016-05-07 00:00:00,3.8,3207,3,2,1,215,Port Phillip,-37.8393,144.9336,Southern Metropolitan,8648
Port Melbourne,2,u,845000,SP,RT,2016-05-07 00:00:00,3.8,3207,2,2,2,2166,Port Phillip,-37.8415,144.9412,Southern Metropolitan,8648
Port Melbourne,2,u,720000,S,Buxton,2016-05-07 00:00:00,3.8,3207,2,1,1,0,Port Phillip,-37.8434,144.9435,Southern Metropolitan,8648
Port Melbourne,2,h,1275000,S,Marshall,2016-05-07 00:00:00,3.8,3207,2,2,1,115,Melbourne,-37.8351,144.9441,Southern Metropolitan,8648
Port Melbourne,2,h,1000000,VB,Marshall,2016-05-07 00:00:00,3.8,3207,2,1,1,90,Melbourne,-37.8357,144.9376,Southern Metropolitan,8648
Port Melbourne,4,h,1820000,S,Marshall,2016-11-07 00:00:00,3.8,3207,4,2,1,212,Melbourne,-37.8331,144.9412,Southern Metropolitan,8648
Port Melbourne,1,u,420000,S,Buxton,2016-11-07 00:00:00,3.8,3207,1,1,1,0,Port Phillip,-37.841,144.9379,Southern Metropolitan,8648
Port Melbourne,2,u,600000,PI,Chisholm,2016-10-08 00:00:00,3.8,3207,2,2,1,995,Port Phillip,-37.8407,144.9383,Southern Metropolitan,8648
Port Melbourne,3,h,1916000,S,Greg,2016-10-08 00:00:00,3.8,3207,2,2,1,190,Port Phillip,-37.8393,144.947,Southern Metropolitan,8648
Port Melbourne,1,u,577000,S,Chisholm,2016-10-08 00:00:00,3.8,3207,1,1,1,0,Port Phillip,-37.8424,144.9449,Southern Metropolitan,8648
Port Melbourne,2,u,655000,S,Biggin,2016-09-10 00:00:00,3.8,3207,2,2,1,0,Melbourne,-37.8392,144.9421,Southern Metropolitan,8648
Port Melbourne,2,h,1016500,S,hockingstuart,2016-09-10 00:00:00,3.8,3207,2,1,1,131,Melbourne,-37.8352,144.9458,Southern Metropolitan,8648
Port Melbourne,2,h,1350000,S,RT,2016-09-10 00:00:00,3.8,3207,2,1,1,195,Melbourne,-37.8395,144.9462,Southern Metropolitan,8648
Port Melbourne,3,h,1560000,S,Greg,2016-09-10 00:00:00,3.8,3207,3,2,2,241,Port Phillip,-37.8346,144.9448,Southern Metropolitan,8648
Port Melbourne,2,u,1035000,PI,RT,2016-09-10 00:00:00,3.8,3207,2,2,1,0,Port Phillip,-37.8435,144.9415,Southern Metropolitan,8648
Port Melbourne,2,u,1070000,S,RT,2016-09-10 00:00:00,3.8,3207,2,2,1,0,Port Phillip,-37.8435,144.9415,Southern Metropolitan,8648
Port Melbourne,2,h,1060000,S,hockingstuart,2016-12-10 00:00:00,3.8,3207,2,1,0,106,Port Phillip,-37.8346,144.9373,Southern Metropolitan,8648
Port Melbourne,2,u,1610000,S,Kay,2016-12-10 00:00:00,3.8,3207,2,2,2,0,Port Phillip,-37.8392,144.9257,Southern Metropolitan,8648
Port Melbourne,2,h,1101000,S,Cayzer,2016-12-10 00:00:00,3.8,3207,2,1,0,152,Melbourne,-37.8393,144.9386,Southern Metropolitan,8648
Port Melbourne,2,h,880000,S,Greg,2016-12-10 00:00:00,3.8,3207,2,1,2,163,Port Phillip,-37.8359,144.9358,Southern Metropolitan,8648
Port Melbourne,2,u,730000,VB,MICM,2016-11-12 00:00:00,3.8,3207,2,1,1,0,Port Phillip,-37.8431,144.9403,Southern Metropolitan,8648
Port Melbourne,2,h,1080000,S,Scott,2016-11-12 00:00:00,3.8,3207,2,1,0,105,Port Phillip,-37.8338,144.9474,Southern Metropolitan,8648
Port Melbourne,2,h,1115000,S,Chisholm,2016-11-12 00:00:00,3.8,3207,2,1,0,120,Port Phillip,-37.8322,144.947,Southern Metropolitan,8648
Port Melbourne,2,u,516000,SP,Cayzer,2016-11-12 00:00:00,3.8,3207,2,1,1,0,Port Phillip,-37.8407,144.9389,Southern Metropolitan,8648
Port Melbourne,3,h,1753000,S,Frank,2016-11-12 00:00:00,3.8,3207,3,2,1,225,Port Phillip,-37.8381,144.9329,Southern Metropolitan,8648
Port Melbourne,2,h,825000,S,Chisholm,2016-05-14 00:00:00,3.8,3207,2,1,0,111,Port Phillip,-37.835,144.9373,Southern Metropolitan,8648
Port Melbourne,2,u,820000,VB,Cayzer,2016-05-14 00:00:00,3.8,3207,2,2,2,2166,Port Phillip,-37.8415,144.9412,Southern Metropolitan,8648
Port Melbourne,2,h,900000,SP,Cayzer,2016-05-14 00:00:00,3.8,3207,2,1,0,124,Port Phillip,-37.8356,144.9439,Southern Metropolitan,8648
Port Melbourne,5,h,2350000,S,hockingstuart,2016-10-15 00:00:00,3.8,3207,5,1,2,350,Port Phillip,-37.8407,144.9424,Southern Metropolitan,8648
Port Melbourne,3,t,1565000,S,Cayzer,2016-04-16 00:00:00,3.8,3207,3,1,2,188,Port Phillip,-37.8371,144.9478,Southern Metropolitan,8648
Port Melbourne,3,h,1670000,S,Greg,2016-04-16 00:00:00,3.8,3207,3,2,1,140,Port Phillip,-37.8353,144.9442,Southern Metropolitan,8648
Port Melbourne,3,h,1402000,S,RT,2016-07-16 00:00:00,3.8,3207,3,1,0,108,Port Phillip,-37.8332,144.945,Southern Metropolitan,8648
Port Melbourne,3,h,1570000,S,Biggin,2016-09-17 00:00:00,3.8,3207,3,2,1,210,Port Phillip,-37.8382,144.9272,Southern Metropolitan,8648
Port Melbourne,3,h,1515000,S,Marshall,2017-03-18 00:00:00,3.8,3207,3,2,0,211,Port Phillip,-37.8347,144.9368,Southern Metropolitan,8648
Port Melbourne,2,h,1155000,S,Chisholm,2017-03-18 00:00:00,3.8,3207,2,1,0,112,Port Phillip,-37.8329,144.9455,Southern Metropolitan,8648
Port Melbourne,2,h,1150000,S,Marshall,2017-03-18 00:00:00,3.8,3207,2,1,0,82,Port Phillip,-37.8361,144.9403,Southern Metropolitan,8648
Port Melbourne,2,h,875000,S,Cayzer,2016-06-18 00:00:00,3.8,3207,2,1,1,95,Melbourne,-37.8381,144.9465,Southern Metropolitan,8648
Port Melbourne,2,u,625000,PI,RT,2016-06-18 00:00:00,3.8,3207,2,2,1,2166,Port Phillip,-37.8415,144.9412,Southern Metropolitan,8648
Port Melbourne,3,h,1384000,S,Marshall,2016-06-18 00:00:00,3.8,3207,3,1,0,184,Melbourne,-37.8348,144.9443,Southern Metropolitan,8648
Port Melbourne,2,u,1405000,S,Marshall,2016-06-18 00:00:00,3.8,3207,2,2,1,0,Port Phillip,-37.84,144.9275,Southern Metropolitan,8648
Port Melbourne,2,u,655000,S,Cayzer,2016-06-18 00:00:00,3.8,3207,2,1,1,0,Port Phillip,-37.8416,144.939,Southern Metropolitan,8648
Port Melbourne,1,u,456000,SP,Jellis,2016-11-19 00:00:00,3.8,3207,1,1,1,0,Port Phillip,-37.8405,144.9385,Southern Metropolitan,8648
Port Melbourne,3,u,2260000,S,Marshall,2016-05-22 00:00:00,3.8,3207,3,2,2,0,Port Phillip,-37.842,144.9364,Southern Metropolitan,8648
Port Melbourne,2,h,1130000,S,Greg,2016-05-22 00:00:00,3.8,3207,1,1,0,112,Port Phillip,-37.8404,144.9422,Southern Metropolitan,8648
Port Melbourne,3,h,1305000,S,Marshall,2016-05-22 00:00:00,3.8,3207,2,2,2,303,Port Phillip,-37.8369,144.9183,Southern Metropolitan,8648
Port Melbourne,2,u,720000,S,Chisholm,2016-05-22 00:00:00,3.8,3207,2,2,1,0,Melbourne,-37.84,144.939,Southern Metropolitan,8648
Port Melbourne,2,h,1130000,PI,Marshall,2016-05-22 00:00:00,3.8,3207,2,1,1,159,Melbourne,-37.8356,144.9436,Southern Metropolitan,8648
Port Melbourne,2,u,520000,S,hockingstuart,2016-05-22 00:00:00,3.8,3207,1,1,1,0,Port Phillip,-37.8407,144.9389,Southern Metropolitan,8648
Port Melbourne,2,u,1250000,VB,Greg,2016-05-22 00:00:00,3.8,3207,2,2,2,0,Port Phillip,-37.8435,144.9415,Southern Metropolitan,8648
Port Melbourne,1,u,470000,SP,LITTLE,2016-08-22 00:00:00,3.8,3207,1,1,1,0,Port Phillip,-37.8436,144.944,Southern Metropolitan,8648
Port Melbourne,2,u,600000,VB,RT,2016-08-22 00:00:00,3.8,3207,2,1,1,0,Melbourne,-37.8398,144.9404,Southern Metropolitan,8648
Port Melbourne,2,u,670000,S,Biggin,2016-08-22 00:00:00,3.8,3207,2,1,1,0,Port Phillip,-37.8424,144.9449,Southern Metropolitan,8648
Port Melbourne,3,h,1100000,S,Marshall,2016-08-22 00:00:00,3.8,3207,3,1,0,103,Port Phillip,-37.8342,144.9456,Southern Metropolitan,8648
Port Melbourne,2,u,1252000,SP,Cayzer,2016-09-24 00:00:00,3.8,3207,2,1,2,0,Port Phillip,-37.8399,144.9287,Southern Metropolitan,8648
Port Melbourne,2,h,1010000,S,Woodards,2016-09-24 00:00:00,3.8,3207,2,1,1,139,Port Phillip,-37.8342,144.9393,Southern Metropolitan,8648
Port Melbourne,2,t,779000,S,Frank,2016-09-24 00:00:00,3.8,3207,2,1,1,0,Melbourne,-37.8396,144.9391,Southern Metropolitan,8648
Port Melbourne,2,h,790000,PI,Marshall,2016-09-24 00:00:00,3.8,3207,2,1,1,108,Melbourne,-37.8329,144.9463,Southern Metropolitan,8648
Port Melbourne,1,u,455500,S,hockingstuart,2016-09-24 00:00:00,3.8,3207,1,1,1,0,Melbourne,-37.8405,144.9385,Southern Metropolitan,8648
Port Melbourne,2,h,1400000,S,Marshall,2017-02-25 00:00:00,3.8,3207,2,1,1,168,Port Phillip,-37.8346,144.9453,Southern Metropolitan,8648
Port Melbourne,3,h,1520000,PI,Marshall,2017-02-25 00:00:00,3.8,3207,3,2,1,0,Port Phillip,-37.8363,144.9336,Southern Metropolitan,8648
Port Melbourne,3,h,1655000,S,Chisholm,2017-02-25 00:00:00,3.8,3207,3,1,1,220,Port Phillip,-37.8329,144.942,Southern Metropolitan,8648
Port Melbourne,1,u,600000,S,Marshall,2017-02-25 00:00:00,3.8,3207,1,1,1,6866,Port Phillip,-37.8443,144.9437,Southern Metropolitan,8648
Port Melbourne,1,h,1014000,S,Chisholm,2016-07-26 00:00:00,3.8,3207,3,1,0,151,Port Phillip,-37.835,144.9444,Southern Metropolitan,8648
Port Melbourne,3,h,1351000,S,Cayzer,2016-06-27 00:00:00,3.8,3207,3,1,0,197,Port Phillip,-37.8343,144.9362,Southern Metropolitan,8648
Port Melbourne,3,u,2460000,S,Marshall,2016-11-27 00:00:00,3.8,3207,3,2,2,5042,Port Phillip,-37.8405,144.9319,Southern Metropolitan,8648
Port Melbourne,1,u,540000,VB,Chisholm,2016-11-27 00:00:00,3.8,3207,1,1,1,0,Port Phillip,-37.8429,144.9449,Southern Metropolitan,8648
Port Melbourne,3,h,3705000,S,Greg,2016-11-27 00:00:00,3.8,3207,3,2,2,214,Port Phillip,-37.8341,144.9458,Southern Metropolitan,8648
Port Melbourne,2,h,1180000,S,Greg,2016-11-27 00:00:00,3.8,3207,2,1,1,347,Port Phillip,-37.8366,144.9225,Southern Metropolitan,8648
Port Melbourne,3,t,950000,PI,Frank,2016-11-27 00:00:00,3.8,3207,3,2,2,0,Port Phillip,-37.8317,144.9446,Southern Metropolitan,8648
Port Melbourne,3,h,1350000,S,hockingstuart,2016-11-27 00:00:00,3.8,3207,3,1,1,114,Melbourne,-37.8371,144.939,Southern Metropolitan,8648
Port Melbourne,3,h,2100000,S,Marshall,2016-11-27 00:00:00,3.8,3207,3,2,1,170,Melbourne,-37.835,144.943,Southern Metropolitan,8648
Port Melbourne,2,u,735000,S,Chisholm,2016-11-27 00:00:00,3.8,3207,2,1,1,0,Port Phillip,-37.8424,144.9449,Southern Metropolitan,8648
Port Melbourne,1,u,400000,VB,Greg,2016-05-28 00:00:00,3.8,3207,1,1,1,0,Melbourne,-37.8392,144.9421,Southern Metropolitan,8648
Port Melbourne,2,u,900000,S,Marshall,2016-05-28 00:00:00,3.8,3207,2,1,2,0,Port Phillip,-37.8426,144.9398,Southern Metropolitan,8648
Port Melbourne,1,u,470000,PI,Marshall,2016-05-28 00:00:00,3.8,3207,1,1,1,0,Port Phillip,-37.8431,144.9403,Southern Metropolitan,8648
Port Melbourne,4,h,2160000,S,Cayzer,2016-05-28 00:00:00,3.8,3207,3,3,2,232,Port Phillip,-37.8392,144.9378,Southern Metropolitan,8648
Port Melbourne,3,h,1380000,S,Marshall,2016-05-28 00:00:00,3.8,3207,3,1,0,0,Port Phillip,-37.8373,144.9397,Southern Metropolitan,8648
Port Melbourne,3,h,1080000,S,Biggin,2016-07-30 00:00:00,3.8,3207,3,1,2,116,Port Phillip,-37.8401,144.943,Southern Metropolitan,8648
Port Melbourne,3,h,1405000,SP,Chisholm,2016-07-30 00:00:00,3.8,3207,3,2,1,158,Melbourne,-37.835,144.9442,Southern Metropolitan,8648
Prahran,2,u,650000,VB,Hodges,2016-09-03 00:00:00,4.5,3181,2,1,1,0,Stonnington,-37.85,145.0085,Southern Metropolitan,7717
Prahran,1,u,342000,S,hockingstuart,2016-09-03 00:00:00,4.5,3181,1,1,1,0,Stonnington,-37.8486,144.9872,Southern Metropolitan,7717
Prahran,2,h,950000,PI,hockingstuart,2016-09-03 00:00:00,4.5,3181,2,1,1,88,Stonnington,-37.8503,144.9913,Southern Metropolitan,7717
Prahran,2,u,781000,S,Wilson,2016-09-03 00:00:00,4.5,3181,2,1,1,0,Stonnington,-37.8511,145.0029,Southern Metropolitan,7717
Prahran,1,u,549800,S,hockingstuart,2016-12-03 00:00:00,4.5,3181,1,1,1,0,Stonnington,-37.8519,144.9948,Southern Metropolitan,7717
